Trial Id,Phase,Condition,Intervention,High Confidence Event(s),Death Category,Has death? (Y/N)
NCT00049842,Phase 3,Chronic_Hepatitis_C Liver_Fibrosis ,peginterferon_alfa-2b_(SCH_54031),N/A,N/A,N
NCT00050011,Phase 3,Breast_Neoplasms Osteoporosis ,Zoledronic_Acid Letrozole ,Coronary_artery_stenosis Diabetes_mellitus_inadequate_control Spinal_column_stenosis Bladder_cancer Cerebral_haemorrhage Haemorrhage Cardio-respiratory_arrest Musculoskeletal_pain ,N/A,N
NCT00050167,Phase 1,Breast_Cancer,Paclitaxel Docetaxel Capecitabine ,N/A,N/A,N
NCT00050986,Phase 1/Phase 2,Glioblastoma_Multiforme,Temozolomide R115777 ,N/A,Nervous_system_disorders ,Y
NCT00051025,Phase 2,Non-Hodgkin's_Lymphoma Lymphoma_B-cell Lymphoma_Low-grade ,ONTAK,N/A,N/A,N
NCT00050960,Phase 3,Non-small_Cell_Lung_Cancer,bexarotene_with_carboplatin_and_paclitaxel carboplatin_and_paclitaxel ,N/A,N/A,N
NCT00051168,Phase 3,Glaucoma_Open-angle Ocular_Hypertension ,Travatan,Cardiopulmonary_failure Cardio-respiratory_arrest Bladder_cancer Cerebral_haemorrhage ,N/A,N
NCT00050778,Phase 2,Multiple_Sclerosis_Relapsing-Remitting,Interferon_beta-1a Alemtuzumab_12_mg Alemtuzumab_24_mg ,Hemiparesis Cerebral_haemorrhage ,General_disorders ,Y
NCT00051636,Phase 3,Paget's_Disease_of_Bone,Zoledronic_Acid Risedronate Placebo_to_Risedronate Placebo_to_Zoledronic_Acid Calcium_and_Vitamin_D ,Spinal_column_stenosis Peripheral_ischaemia ,N/A,N
NCT00051558,Phase 3,Osteoporosis,Teriparatide Alendronate_Sodium Placebo Placebo ,Ventricular_fibrillation Renal_failure_chronic Lung_disorder Haematoma Cardio-respiratory_arrest Multi-organ_failure Skin_ulcer ,General_disorders ,Y
NCT00052962,Phase 3,Gastrointestinal_Neoplasm,Cytoreductive_surgery Continuous_hyperthermic_peritoneal_perfusion_(HIPEC/CHPP) ,N/A,N/A,N
NCT00053365,Phase 2,Primary_Peritoneal_Cavity_Cancer Recurrent_Ovarian_Epithelial_Cancer ,irofulven,N/A,N/A,N
NCT00053417,Phase 2,Multiple_Sclerosis,Placebo 10_milligram_(mg)_fampridine-SR_(4-aminopyridine_4-AP) 15_mg_fampridine-SR_(4-aminopyridine_4-AP) 20_mg_fampridine-SR_(4-aminopyridine_4-AP) ,N/A,N/A,N
NCT00053482,Phase 2,Smallpox,ACAM2000_Smallpox_Vaccine Vaccinia_virus_(calf_lymph)_smallpox_vaccine:_Dryvaxå¨ ,N/A,N/A,N
NCT00053495,Phase 2,Smallpox,Vaccinia_virus:_ACAM2000_smallpox_vaccine vaccinia_virus_(calf_lymph):_Dryvax ,N/A,N/A,N
NCT00053703,Phase 4,Schizophrenia,Risperidone Olanzapine_(enrollment_closed_in_this_treatment) Molindone ,N/A,N/A,N
NCT00053846,Phase 2/Phase 3,Dyspnea Pulmonary_Complications Unspecified_Adult_Solid_Tumor_Protocol_Specific ,buspirone_hydrochloride Placebo ,N/A,General_disorders ,Y
NCT00054028,Phase 1/Phase 2,Recurrent_Breast_Cancer Stage_IIIB_Breast_Cancer Stage_IV_Breast_Cancer ,suramin paclitaxel pharmacological_study ,N/A,N/A,N
NCT00054275,Phase 2,Breast_Cancer,docetaxel erlotinib_hydrochloride ,N/A,N/A,N
NCT00054639,Phase 2,Cutaneous_B-cell_Non-Hodgkin_Lymphoma Extranodal_Marginal_Zone_B-cell_Lymphoma_of_Mucosa-associated_Lymphoid_Tissue Intraocular_Lymphoma Nodal_Marginal_Zone_B-cell_Lymphoma Recurrent_Adult_Burkitt_Lymphoma Recurrent_Adult_Diffuse_Large_Cell_Lymphoma Recurrent_Adult_Diffuse_Mixed_Cell_Lymphoma Recurrent_Adult_Diffuse_Small_Cleaved_Cell_Lymphoma Recurrent_Adult_Grade_III_Lymphomatoid_Granulomatosis Recurrent_Adult_Immunoblastic_Large_Cell_Lymphoma Recurrent_Adult_Lymphoblastic_Lymphoma Recurrent_Grade_1_Follicular_Lymphoma Recurrent_Grade_2_Follicular_Lymphoma Recurrent_Grade_3_Follicular_Lymphoma Recurrent_Mantle_Cell_Lymphoma Recurrent_Marginal_Zone_Lymphoma Recurrent_Small_Lymphocytic_Lymphoma Small_Intestine_Lymphoma Splenic_Marginal_Zone_Lymphoma Testicular_Lymphoma WaldenstrÌ_m_Macroglobulinemia ,oblimersen_sodium rituximab laboratory_biomarker_analysis ,N/A,N/A,N
NCT00054691,Phase 2,Skin_Cancer,Iressa,N/A,N/A,N
NCT00054665,Phase 2,B-Cell_Lymphoma,PS-341 Etoposide Doxorubicin Vincristine Cyclophosphamide Prednisone Filgrastim ,N/A,N/A,N
NCT00054717,Phase 3,HIV_Infections,Tipranavir Ritonavir(r) Comparator_Protease_Inhibitor_(CPI) ,Cardio-respiratory_arrest Haematemesis Oesophagitis Bladder_cancer Cerebral_haemorrhage Encephalopathy Hemiparesis Renal_failure_chronic Aortic_aneurysm Malaise Gangrene Haemoglobin_decreased Rectal_cancer ,General_disorders ,Y
NCT00054847,N/A,Cardiovascular_Disease Coronary_Artery_Disease ,saphenous_vein_graft radial_artery_graft ,Coronary_artery_stenosis Ventricular_fibrillation Ventricular_tachycardia Localised_infection Haemoglobin_decreased Diabetes_mellitus_inadequate_control Musculoskeletal_pain Hemiparesis Multi-organ_failure Encephalopathy Aortic_aneurysm Haematoma ,General_disorders ,Y
NCT00055237,Phase 2,Kaposi's_Sarcoma HIV_Infections HIV_Seronegativity ,Bevacizumab,N/A,N/A,N
NCT00055471,Phase 2,Prostatic_Neoplasms Metastases_Neoplasm ,ZD4054_10_mg ZD4054_15_mg ZD4054_22.5_mg ,N/A,N/A,N
NCT00055497,Phase 3,Crohn's_Disease,Double-blind_(DB)_adalimumab_placebo DB_adalimumab_40_mg_eow DB_adalimumab_40_mg_ew OL_adalimumab_40_mg ,N/A,N/A,N
NCT00056160,Phase 3,Multiple_Myeloma,CC-5013 Dexamethasone ,N/A,N/A,N
NCT00056472,Phase 3,Major_Depressive_Disorder_With_Psychotic_Features,Olanzapine Sertraline placebo ,N/A,N/A,N
NCT00056550,Phase 3,Antithrombin_Deficiency_Congenital,Recombinant_Human_Antithrombin_(rhAT),N/A,N/A,N
NCT00056563,Phase 3,Parkinson's_Disease,Bilateral_Deep_Brain_Stimulation best_medical_therapy ,N/A,N/A,N
NCT00056862,Phase 4,Hepatitis_C,Peginterferon_alfa-2a Peginterferon_alfa-2a Ribavirin ,N/A,Cardiac_disorders Skin_and_subcutaneous_tissue_disorders Social_circumstances ,Y
NCT00056407,Phase 3,Neoplasms_Prostate,Dutasteride Placebo ,Cardiac_failure_acute Cardio-respiratory_arrest Coronary_artery_stenosis Ventricular_fibrillation Ventricular_tachycardia Duodenal_ulcer Melaena Oesophagitis Cholangitis Cystitis Localised_infection Musculoskeletal_pain Spinal_column_stenosis Bladder_cancer Metastases_to_liver Rectal_cancer Cerebral_ischaemia Cerebral_haemorrhage Hemiparesis Renal_failure_chronic Lung_disorder Aortic_aneurysm Haematoma Circulatory_collapse Haemorrhage Cardiopulmonary_failure Haematemesis Multi-organ_failure Diabetes_mellitus_inadequate_control Sciatica Acute_pulmonary_oedema Skin_ulcer Orthostatic_hypotension Peripheral_ischaemia ,General_disorders ,Y
NCT00057330,Phase 3,Herpes_Simplex_Infection,HSV_vaccine_or_SB208141_GSK_Biologicals'_glycoprotein_D_(gD)-Alum/3-deacylated_form_of_Monophosphoryl_Lipid_A_(MPL)_candidate_genital_herpes_vaccine Havrix‰ã¢_GlaxoSmithKline_(GSK)_Biologicals'_licensed_Hepatitis_A_vaccine ,Localised_infection ,General_disorders ,Y
NCT00057785,Phase 2,Head_and_Neck_Cancer Oral_Complications_of_Radiation_Therapy Radiation_Toxicity ,cisplatin fluorouracil Intensity_modulated_radiation_therapy ,N/A,N/A,N
NCT00057837,Phase 2,Extensive_Stage_Small_Cell_Lung_Cancer,G-CSF Cisplatin Etoposide Irinotecan Topotecan ,N/A,N/A,N
NCT00057941,Phase 2,Estrogen_Receptor-positive_Breast_Cancer Progesterone_Receptor-positive_Breast_Cancer Recurrent_Breast_Cancer Stage_IV_Breast_Cancer ,anastrozole gefitinib fulvestrant laboratory_biomarker_analysis ,N/A,N/A,N
NCT00057811,Phase 2,Childhood_Burkitt_Lymphoma Childhood_Diffuse_Large_Cell_Lymphoma Childhood_Immunoblastic_Large_Cell_Lymphoma Stage_I_Childhood_Large_Cell_Lymphoma Stage_I_Childhood_Small_Noncleaved_Cell_Lymphoma Stage_II_Childhood_Large_Cell_Lymphoma Stage_II_Childhood_Small_Noncleaved_Cell_Lymphoma Stage_III_Childhood_Large_Cell_Lymphoma Stage_III_Childhood_Small_Noncleaved_Cell_Lymphoma Stage_IV_Childhood_Large_Cell_Lymphoma Stage_IV_Childhood_Small_Noncleaved_Cell_Lymphoma Untreated_Childhood_Acute_Lymphoblastic_Leukemia ,doxorubicin_hydrochloride cyclophosphamide methotrexate rasburicase leucovorin_calcium prednisone methylprednisolone filgrastim rituximab cytarabine etoposide vincristine_sulfate hydrocortisone_sodium_succinate laboratory_biomarker_analysis ,N/A,N/A,N
NCT00057954,Phase 2,Lymphoma,Extracorporeal_Photopheresis Pentostatin Total_body_irradiation_(TBI) Allogeneic_bone_marrow_transplantation Cyclosporin_(CSA) Mycophenolate_mofetil_(MMF) Methotrexate_(MTX) ,N/A,N/A,N
NCT00057876,Phase 3,Pancreatic_Cancer,Gemcitabine radiation_therapy ,N/A,N/A,N
NCT00058019,Phase 2,Anaplastic_Large_Cell_Lymphoma Recurrent_Adult_Burkitt_Lymphoma Recurrent_Adult_Diffuse_Large_Cell_Lymphoma Recurrent_Adult_Diffuse_Mixed_Cell_Lymphoma Recurrent_Grade_3_Follicular_Lymphoma Recurrent_Mantle_Cell_Lymphoma ,ixabepilone,N/A,N/A,N
NCT00058214,Phase 2,Adenocarcinoma_of_the_Prostate Recurrent_Prostate_Cancer Stage_IIB_Prostate_Cancer Stage_III_Prostate_Cancer Stage_IV_Prostate_Cancer ,perifosine laboratory_biomarker_analysis ,N/A,N/A,N
NCT00058539,Phase 2,Prostate_Cancer,rhuMAb_2C4_(pertuzumab),N/A,N/A,N
NCT00058552,Phase 2,Ovarian_Cancer,Pertuzumab_(rhuMAb_2C4),N/A,N/A,N
NCT00058825,Phase 1/Phase 2,Hematologic_Malignancies,Campath_1H Fludarabine Stem_Cell_Transplant Total_Body_Irradiation_(TBI) FK506_(Tacrolimus)_or_Cyclosporine ,N/A,N/A,N
NCT00059215,Phase 2,Cardiovascular_Diseases Heart_Diseases ,Prasugrel_(CS-747) Clopidogrel ,Haematemesis Diabetes_mellitus_inadequate_control Circulatory_collapse Haemoglobin_decreased ,General_disorders ,Y
NCT00059475,Phase 2,Melanoma,Glycoprotein_100_(GP100):_209-217_(210M) Interleukin-2_(IL-2) Montanide_ISA_51 Melanoma_antigen_recognized_by_T-cells_(MART)-1:_27-35 27-35_(27L):_melanoma_antigen_recognized_by_T-cells_(MART)-1 melanoma_antigen_recognized_by_T-cells_(MART)-1:_26-35(27L) ,N/A,N/A,N
NCT00059332,Phase 3,Cerebrovascular_Accident,Magnesium_Sulfate Normal_Saline ,Cardio-respiratory_arrest Sick_sinus_syndrome Ventricular_tachycardia Fracture Musculoskeletal_pain Cerebral_haemorrhage Cerebral_ischaemia Aortic_aneurysm Gangrene Haematoma Haemorrhage Ventricular_fibrillation Oesophagitis Hemiparesis Orthostatic_hypotension ,N/A,N
NCT00059839,Phase 3,Lymphoma,doxorubicin_hydrochloride mercaptopurine methotrexate prednisone vinblastine_sulfate vincristine_sulfate ,N/A,General_disorders ,Y
NCT00060346,Phase 2,Lymphoma,rituximab cyclophosphamide Doxorubicin Prednisone Vincristine ,N/A,N/A,N
NCT00060528,Phase 1/Phase 2,Prostatic_Neoplasms,Recombinant_Fowlpox-GM-CSF Recombinant_Fowlpox-PSA_(L155)-TRICOM_(PROSTVAC-F/TRICOM) Recombinant_Vaccinia-PSA_(L155)-TRICOM_(PROSTVAC-V/TRICOM) Recombinant_Human_GM-CSF ,N/A,N/A,N
NCT00060840,Phase 2,Congestive_Heart_Failure,Nitric_Oxide Nitrogen ,N/A,N/A,N
NCT00061048,Phase 2,Acute_T-Cell_Leukemia-Lymphoma,Alemtuzumab,N/A,General_disorders ,Y
NCT00060944,Phase 2,Liposarcoma Leiomyosarcoma ,Yondelis Yondelis Dexamethasone Dexamethasone ,N/A,N/A,N
NCT00061373,Phase 2,Ischemic_Stroke,Aspirin tinzaparin_sodium eptifibatide ,N/A,N/A,N
NCT00061633,Phase 2,Infections_Gram-Positive_Bacterial Abscess Burns Cellulitis Ulcer Wound_Infections ,Telavancin Vancomycin_or_antistaphylococcal_penicillin ,Gangrene ,N/A,N
NCT00061932,Phase 2,Adenocarcinoma_of_the_Gastroesophageal_Junction Diffuse_Adenocarcinoma_of_the_Stomach Intestinal_Adenocarcinoma_of_the_Stomach Mixed_Adenocarcinoma_of_the_Stomach Recurrent_Gastric_Cancer Stage_IIIB_Gastric_Cancer Stage_IIIC_Gastric_Cancer Stage_IV_Gastric_Cancer ,bortezomib irinotecan ,N/A,N/A,N
NCT00061893,Phase 2,Sarcoma,celecoxib cyclophosphamide doxorubicin_hydrochloride etoposide ifosfamide vinblastine_sulfate vincristine_sulfate conventional_surgery radiation_therapy MESNA Filgrastim ,N/A,N/A,N
NCT00062010,Phase 2,Lung_Cancer,interferon_alpha 13-cis-retinoic_acid paclitaxel ,N/A,N/A,N
NCT00062439,Phase 2,Lung_Cancer,cisplatin docetaxel etoposide conventional_surgery radiation_therapy ,N/A,N/A,N
NCT00061945,Phase 1/Phase 2,Acute_Undifferentiated_Leukemia B-cell_Adult_Acute_Lymphoblastic_Leukemia B-cell_Childhood_Acute_Lymphoblastic_Leukemia L1_Adult_Acute_Lymphoblastic_Leukemia L1_Childhood_Acute_Lymphoblastic_Leukemia L2_Adult_Acute_Lymphoblastic_Leukemia L2_Childhood_Acute_Lymphoblastic_Leukemia Philadelphia_Chromosome_Negative_Adult_Precursor_Acute_Lymphoblastic_Leukemia Philadelphia_Chromosome_Positive_Adult_Precursor_Acute_Lymphoblastic_Leukemia Philadelphia_Chromosome_Positive_Childhood_Precursor_Acute_Lymphoblastic_Leukemia T-cell_Adult_Acute_Lymphoblastic_Leukemia T-cell_Childhood_Acute_Lymphoblastic_Leukemia Untreated_Adult_Acute_Lymphoblastic_Leukemia Untreated_Childhood_Acute_Lymphoblastic_Leukemia ,allopurinol cyclophosphamide daunorubicin_hydrochloride vincristine_sulfate dexamethasone asparaginase filgrastim imatinib_mesylate methotrexate cytarabine trimethoprim-sulfamethoxazole mercaptopurine leucovorin_calcium alemtuzumab acyclovir laboratory_biomarker_analysis pharmacological_study ,Multi-organ_failure Encephalopathy Cystitis ,N/A,N
NCT00062647,Phase 2,Gram-Positive_Bacterial_Infections,Telavancin Vancomycin_nafcillin_oxacillin_or_cloxacillin ,N/A,General_disorders ,Y
NCT00062738,Phase 2,Parkinson_Disease Depression ,paroxetine Nortriptyline ,N/A,N/A,N
NCT00062764,Phase 2,Hepatitis,Actos_(Pioglitazone),N/A,N/A,N
NCT00062751,Phase 2,Breast_Neoplasms,Letrozole_/_Temsirolimus_(CCI-779) Letrozole_/_Temsirolimus_(CCI-779) Letrozole ,Duodenal_ulcer ,General_disorders ,Y
NCT00063154,Phase 2,Non-small_Cell_Lung_Cancer,Pertuzumab,N/A,N/A,N
NCT00063258,Phase 2,Lung_Cancer,Tarceva_(OSI-774) Paclitaxel Carboplatin ,N/A,N/A,N
NCT00063622,Phase 3,Liver_Diseases,Pioglitazone Vitamin_E Matching_placebo ,N/A,N/A,N
NCT00063635,Phase 3,Fatty_Liver,Metformin Vitamin_E Matching_placebo ,N/A,N/A,N
NCT00063934,Phase 1/Phase 2,Male_Breast_Cancer Stage_IIIA_Breast_Cancer Stage_IIIB_Breast_Cancer Stage_IIIC_Breast_Cancer Stage_IV_Breast_Cancer ,oblimersen_sodium doxorubicin_hydrochloride docetaxel filgrastim pegfilgrastim therapeutic_conventional_surgery pharmacological_study laboratory_biomarker_analysis ,N/A,N/A,N
NCT00063986,Phase 2,Esophageal_Cancer,Minimally_invasive_esophagectomy_(MIE),N/A,General_disorders ,Y
NCT00063570,Phase 2,Breast_Cancer Breast_Neoplasms ,Pemetrexed Gemcitabine Gemcitabine Pemetrexed ,Fracture ,N/A,N
NCT00064038,Phase 3,Multiple_Myeloma Plasma_Cell_Neoplasm ,dexamethasone lenalidomide placebo ,Fracture Cystitis Encephalopathy ,General_disorders Neoplasms_benign_malignant_and_unspecified_(incl_cysts_and_polyps) ,Y
NCT00064259,Phase 1/Phase 2,Adenocarcinoma_of_the_Esophagus Adenocarcinoma_of_the_Gastroesophageal_Junction Diffuse_Adenocarcinoma_of_the_Stomach Intestinal_Adenocarcinoma_of_the_Stomach Mixed_Adenocarcinoma_of_the_Stomach Recurrent_Esophageal_Cancer Recurrent_Gastric_Cancer Squamous_Cell_Carcinoma_of_the_Esophagus Stage_III_Esophageal_Cancer Stage_IIIA_Gastric_Cancer Stage_IIIB_Gastric_Cancer Stage_IIIC_Gastric_Cancer Stage_IV_Esophageal_Cancer Stage_IV_Gastric_Cancer ,oblimersen_sodium cisplatin fluorouracil ,N/A,N/A,N
NCT00064350,Phase 2,Lung_Cancer,Sorafenib Placebo ,N/A,General_disorders ,Y
NCT00064662,Phase 2/Phase 3,Urinary_Incontinence,Burch_Modified_Tanagho Autologous_Fascia_Sling ,N/A,N/A,N
NCT00064701,Phase 3,Kidney_Transplantation,Tacrolimus_Modified_Release_(MR) Tacrolimus cyclosporine_microemulsion mycophenolate_mofetil ,Cardiac_failure_acute Oesophagitis Localised_infection Diabetes_mellitus_inadequate_control Cerebral_haemorrhage Lung_disorder Skin_ulcer Haematoma Gangrene Orthostatic_hypotension Duodenal_ulcer Aortic_aneurysm Peripheral_ischaemia Ventricular_tachycardia Bladder_cancer Renal_failure_chronic ,General_disorders ,Y
NCT00065065,Phase 2,Ulcerative_Colitis Inflammatory_Bowel_Disease ,Rosiglitazone,N/A,N/A,N
NCT00065156,Phase 2,Myelodysplastic_Syndromes,lenalidomide,N/A,General_disorders ,Y
NCT00065429,Phase 1/Phase 2,Small_Cell_Lung_Cancer,BB-10901,N/A,N/A,N
NCT00065442,Phase 3,Prostate_Cancer,Sipuleucel-T APC-Placebo ,Haemorrhage Musculoskeletal_pain Sciatica ,N/A,N
NCT00065611,Phase 3,Nephrosis Focal_Lipoid_Glomerulosclerosis ,Oral_dexamethasone,N/A,N/A,N
NCT00065507,Phase 3,Hepatitis_B,Entecavir_(ETV) Adefovir_(ADV) ,N/A,General_disorders ,Y
NCT00065468,Phase 3,Carcinoma_Renal_Cell Kidney_Neoplasms ,Interferon_Alfa CCI-779 Interferon_Alfa_and_CCI-779 ,N/A,N/A,N
NCT00065806,Phase 3,Lupus_Erythematosus_Systemic,Atorvastatin Placebo_atorvastatin ,N/A,N/A,N
NCT00066066,Phase 2,Periodontitis Periodontal_Diseases ,Scaling_and_root_planing Metronidazole Amoxicillin Doxycycline ,N/A,Neoplasms_benign_malignant_and_unspecified_(incl_cysts_and_polyps) ,Y
NCT00066222,Phase 2,Lung_Cancer,Cisplatin Etoposide Radiation_therapy ,N/A,N/A,N
NCT00066170,Phase 3,Narcolepsy,Xyrem Xyrem_Placebo Modafinil_at_established_dose Modafinil_(Placebo) ,N/A,N/A,N
NCT00066365,Phase 2,Metastatic_Cancer Sarcoma ,sargramostim conventional_surgery ,N/A,N/A,N
NCT00066469,Phase 2,Lymphoproliferative_Disorder,rituximab cyclophosphamide methylprednisolone prednisone ,N/A,General_disorders ,Y
NCT00066573,Phase 3,Breast_Cancer,anastrozole exemestane ,N/A,N/A,N
NCT00066742,Phase 2,Limited_Stage_Small_Cell_Lung_Cancer,tirapazamine cisplatin etoposide radiation_therapy laboratory_biomarker_analysis ,N/A,Neoplasms_benign_malignant_and_unspecified_(incl_cysts_and_polyps) ,Y
NCT00067236,Phase 2,Myocardial_Infarction Heart_Failure Heart_Enlargement ,PG-116800_(given_as_PG-530742) Placebo_tablet ,Cardiac_failure_acute Ventricular_tachycardia Rectal_cancer Ventricular_fibrillation ,N/A,N
NCT00067470,Phase 3,Mucopolysaccharidosis_VI,Placebo N-acetylgalactosamine_4-sulfatase ,N/A,N/A,N
NCT00067808,Phase 2,Myelodysplastic_Syndrome Chronic_Myelomonocytic_Leukemia ,Decitabine Decitabine Decitabine ,Encephalopathy ,General_disorders ,Y
NCT00068107,Phase 2,Fabry_Disease,Replagal,N/A,Cardiac_disorders ,Y
NCT00068237,Phase 2,Head_and_Neck_Cancer Radiation_Toxicity Xerostomia ,Surgery_for_the_primary_and_neck_nodes Submandibular_salivary_gland_transfer Post-operative_radiation_therapy ,N/A,N/A,N
NCT00068380,Phase 2,Recurrent_Gastric_Cancer Stage_IV_Gastric_Cancer ,imatinib_mesylate laboratory_biomarker_analysis ,N/A,N/A,N
NCT00068419,Phase 2,Desmoid_Tumor,tamoxifen_citrate sulindac laboratory_biomarker_analysis ,N/A,N/A,N
NCT00068393,Phase 2,Metastatic_Renal_Cell_Carcinoma Renal_Cell_Carcinoma_With_Sarcomatoid_Features ,Doxorubicin Gemcitabine G-CSF_(granulocyte-colony_stimulating_factor) Neulasta ,N/A,General_disorders ,Y
NCT00068588,Phase 2,Male_Breast_Cancer Recurrent_Breast_Cancer Stage_IV_Breast_Cancer ,GTI-2040 capecitabine ,N/A,N/A,N
NCT00069160,Phase 2,Lung_Neoplasms Ovarian_Neoplasms Cervix_Neoplasms Renal_Neoplasms ,docetaxel tariquidar 99mTc-sestamibi_imaging ,N/A,N/A,N
NCT00069277,Phase 1,Cancer,E7389,N/A,N/A,N
NCT00069264,Phase 1,Advanced_Solid_Tumors,E7389,N/A,N/A,N
NCT00069121,Phase 3,Colorectal_Cancer,capecitabine_[Xeloda] Oxaliplatin Oxaliplatin Leucovorin 5_FU ,N/A,N/A,N
NCT00069641,Phase 2/Phase 3,Mucopolysaccharidosis_II,Iduronate-2-sulfatase_enzyme_replacement_therapy iduronate-2-sulfatase_enzyme_replacement_therapy Placebo ,Localised_infection Orthostatic_hypotension ,N/A,N
NCT00069953,Phase 2,Esophageal_Cancer,filgrastim pegfilgrastim cisplatin fluorouracil paclitaxel conventional_surgery radiation_therapy ,N/A,N/A,N
NCT00070109,Phase 2,Previously_Treated_Childhood_Rhabdomyosarcoma Recurrent_Childhood_Rhabdomyosarcoma Recurrent_Childhood_Soft_Tissue_Sarcoma Recurrent_Ewing_Sarcoma Peripheral_Primitive_Neuroectodermal_Tumor ,trabectedin pharmacological_study ,N/A,General_disorders ,Y
NCT00070291,Phase 2,Lymphoma,cyclosporine,N/A,N/A,N
NCT00070499,Phase 2,Chronic_Myelogenous_Leukemia_BCR-ABL1_Positive Chronic_Phase_of_Disease ,Dasatinib Imatinib_Mesylate Laboratory_Biomarker_Analysis ,N/A,N/A,N
NCT00071006,Phase 2,Acute_Myeloid_Leukemia_(AML) Myelodysplastic_Syndrome ,AG-013736_(Axitinib),Melaena Renal_failure_chronic ,N/A,N
NCT00071058,Phase 2,Adrenal_Cortex_Neoplasms,XR9576_(Tariquidar),N/A,N/A,N
NCT00071396,Phase 2,Chronic_Lymphocytic_Leukemia,Campath-1H Rituximab ,N/A,N/A,N
NCT00071721,Phase 3,Alzheimer_Disease,Valproate Placebo ,Skin_ulcer Rectal_cancer ,General_disorders ,Y
NCT00071487,Phase 2,Lupus_Erythematosus_Systemic,Placebo Belimumab_1_mg/kg Belimumab_4_mg/kg Belimumab_10_mg/kg ,Haemoglobin_decreased Encephalopathy ,N/A,N
NCT00071760,Phase 2,Infection_Human_Immunodeficiency_Virus,GW433908 ritonavir ,N/A,N/A,N
NCT00071812,Phase 2,Arthritis_Rheumatoid,Placebo Belimumab_1_mg/kg Belimumab_4_mg/kg Belimumab_10_mg/kg ,Malaise Peripheral_ischaemia ,N/A,N
NCT00071981,Phase 2,Melanoma_(Skin),incomplete_Freund's_adjuvant melanoma_helper_peptide_vaccine multi-epitope_melanoma_peptide_vaccine sargramostim tetanus_peptide_melanoma_vaccine ,N/A,N/A,N
NCT00071799,Phase 3,Myelodysplastic_Syndromes,Azacitidine Physician_Choice ,Cardiac_failure_acute Ventricular_tachycardia Haematemesis Cerebral_haemorrhage Acute_pulmonary_oedema Aortic_aneurysm Circulatory_collapse Melaena Cerebral_ischaemia ,General_disorders ,Y
NCT00072189,Phase 2,Recurrent_Melanoma Stage_IV_Melanoma ,7-hydroxystaurosporine laboratory_biomarker_analysis pharmacological_study ,Haematemesis ,N/A,N
NCT00072176,Phase 2,Endometrial_Adenocarcinoma Endometrial_Adenosquamous_Cell_Carcinoma Endometrial_Clear_Cell_Carcinoma Endometrial_Papillary_Serous_Carcinoma Recurrent_Endometrial_Carcinoma Stage_IIIA_Endometrial_Carcinoma Stage_IIIB_Endometrial_Carcinoma Stage_IIIC_Endometrial_Carcinoma Stage_IVA_Endometrial_Carcinoma Stage_IVB_Endometrial_Carcinoma ,temsirolimus laboratory_biomarker_analysis ,N/A,N/A,N
NCT00072449,Phase 2,Lymphoma,rituximab,N/A,N/A,N
NCT00072475,Phase 2,Leukemia Myelodysplastic_Syndromes Myelodysplastic/Myeloproliferative_Neoplasms ,vatalanib,N/A,General_disorders ,Y
